TransactionNo,TotalQuantity,TotalMoney
572025,243,247.88
572026,125,266.17999999999995
572030,418,606.3500000000001
572055,69,581.21
572058,221,1249.2000000000003
572061,552,541.64
572065,192,698.38
572092,291,552.15
572105,24,23.32
571939,311,277.4700000000001
571941,19,152.31
571942,210,297.94
571943,166,232.2
572021,157,246.83
572047,161,654.6500000000001
572050,76,394.18000000000006
572063,68,413.61
572090,293,322.9599999999999
572108,253,210.48999999999998
572028,491,657.5400000000002
572087,524,481.43999999999994
572062,95,236.91999999999996
571933,72,11.34
571934,287,282.09000000000003
571935,31,71.28
571936,554,291.9
571938,224,67.76
571940,450,462.72
571944,409,233.61
571945,1006,187.07
571987,251,230.21
572024,270,198.03
572031,312,33.89
572032,32,43.73
572033,118,184.4
572034,14,25.21
572036,30,12.38
572048,240,24.46
572051,3020,243.41000000000003
572052,1728,10.99
572053,40,24.76
572054,106,141.22
572057,31,80.92
572060,48,46.78
572066,1642,1257.2700000000002
572067,72,48.669999999999995
572068,179,271.12
572069,490,540.69
572070,36,26.58
572071,144,10.65
572073,169,501.32000000000005
572074,246,648.0100000000002
572075,135,142.74999999999997
572076,418,465.21999999999997
572077,48,109.92000000000002
572078,2,18.71
572079,210,156.29000000000002
572080,12,12.4
572081,164,165.50000000000003
572085,20,6.19
572086,200,202.4
572088,91,343.97999999999996
572089,32,56.76
572091,173,142.58
572095,39,384.18999999999994
572096,189,537.88
572099,8,24.39
572101,102,117.55
572106,137,166.09
571901,5,81.9
571931,570,3607.4
571797,406,2610.6899999999996
571930,2,46.019999999999996
571724,290,479.29
571913,623,963.0100000000002
571779,261,481.7500000000001
571747,684,808.3600000000001
571844,201,211.58999999999997
571864,566,244.47999999999996
571883,560,1922.0
571746,395,604.7900000000001
571793,115,101.94
571824,917,933.0100000000003
571829,534,321.53999999999996
571846,488,1146.7000000000003
571850,216,808.94
571890,158,309.82
571847,256,394.68999999999994
571848,132,280.23999999999995
571853,158,135.56
571892,143,232.03000000000003
571735,307,192.31
571842,236,76.14999999999999
571923,165,227.8
571857,153,335.87999999999994
571725,91,108.08
571726,546,330.51
571728,170,214.94
571729,576,45.28
571730,83,84.9
571732,84,181.9
571733,259,156.48
571734,82,95.24
571736,60,21.71
571737,370,362.8400000000001
571738,360,22.73
571740,176,203.61
571741,66,60.629999999999995
571742,74,36.379999999999995
571743,135,346.43000000000006
571744,72,26.240000000000002
571745,711,805.2700000000001
571748,134,217.86
571749,68,22.45
571809,49,294.77
571828,542,904.34
571830,24,12.4
571831,292,165.15
571836,7,80.5
571837,173,874.8
571839,187,98.83
571840,404,246.85
571841,151,784.97
571843,432,33.96
571845,209,527.78
571849,192,114.41
571851,314,141.01000000000002
571852,68,59.73
571891,5,35.41
571894,2,26.14
571895,408,147.49
571898,78,70.77
571899,45,419.3399999999999
571903,53,124.72999999999999
571904,128,65.73
571905,380,372.11999999999995
571906,3,15.32
571908,290,96.33000000000001
571909,301,1743.65
571910,1,14.09
571911,46,39.04
571912,407,330.28000000000003
571914,440,178.1
571916,24,10.92
571917,269,78.13
571918,240,292.71999999999997
571920,146,198.42999999999998
571926,254,175.07999999999998
571929,3,24.740000000000002
571932,1,11.94
571863,2,20.45
571547,51,103.19
571556,295,393.2
571716,667,3922.09
571554,638,1010.13
571713,560,3622.6499999999996
571714,314,2283.2300000000005
571652,236,378.98
571697,269,365.93
571701,632,746.5200000000001
571705,488,694.0
571559,283,379.6500000000001
571638,116,147.59
571653,5918,2408.09
571676,128,1150.69
571682,220,1628.1800000000003
571710,200,357.20000000000005
571712,297,854.0399999999998
571629,289,567.39
571665,721,471.0
571670,846,838.23
571565,82,127.86000000000001
571658,343,256.51
571715,165,557.08
571548,792,368.11999999999995
571549,302,213.03
571550,420,23.41
571551,128,200.27999999999997
571552,182,155.64
571553,504,11.34
571555,106,78.18
571557,184,117.11999999999999
571558,220,133.60000000000002
571560,170,295.82
571561,378,268.70000000000005
571562,342,245.42999999999998
571563,188,272.32
571564,218,311.75
571566,359,286.57
571594,240,13.27
571595,230,51.82
571601,96,410.4
571610,400,11.53
571622,46,49.480000000000004
571628,42,100.99000000000001
571636,172,90.60999999999999
571640,1201,239.67
571641,368,148.16
571642,15,49.5
571654,68,512.89
571655,112,129.03
571656,142,378.77000000000004
571657,105,192.91
571660,490,461.8199999999999
571662,117,78.31
571663,40,35.78
571664,144,24.8
571666,560,95.39999999999999
571667,228,666.45
571668,138,236.48
571669,451,780.6600000000002
571671,933,1358.0200000000002
571672,154,181.05
571673,300,115.81
571675,148,117.82000000000001
571677,55,93.75
571679,161,458.86999999999995
571681,237,269.08
571683,108,178.8
571684,244,525.4499999999999
571685,188,68.54
571690,279,215.58999999999997
571691,80,148.19
571692,7,33.66
571693,440,178.1
571694,160,137.90999999999997
571696,159,201.13
571698,1172,74.86
571700,1,16.35
571702,10,31.259999999999998
571703,1,6.19
571706,152,87.75
571708,280,138.2
571709,228,237.26999999999998
571717,146,655.44
571305,366,2156.11
571508,783,4531.09
571441,993,5243.49
571425,223,586.9399999999999
571442,654,1148.3999999999999
571404,365,397.15999999999997
571377,66,243.93
571411,131,443.03
571444,227,311.62999999999994
571502,593,886.68
571408,145,939.2900000000001
571433,912,1162.96
571438,317,622.5
571445,197,272.31999999999994
571476,106,416.52000000000004
571546,69,140.73999999999998
571406,202,230.78000000000006
571412,79,135.1
571475,250,1114.49
571498,239,1080.7700000000002
571500,101,594.1199999999999
571352,33,110.84
571446,572,220.5
571298,1300,36.24
571299,200,12.08
571300,182,142.52
571301,186,39.44
571302,246,29.04
571303,311,242.04999999999998
571304,222,336.22
571306,658,212.44
571307,272,350.8999999999999
571308,532,442.60999999999996
571309,13,139.33000000000004
571310,463,292.92
571311,38,32.8
571312,476,433.91999999999996
571313,668,73.08
571314,456,116.77000000000001
571315,46,67.00999999999999
571317,207,495.60999999999996
571318,5952,347.38
571322,208,195.75
571323,203,176.71
571328,1550,1125.98
571360,486,261.23
571372,268,473.06999999999994
571405,12,28.18
571407,85,83.84
571409,596,694.2200000000001
571410,49,112.69
571413,185,265.95
571418,73,385.30000000000007
571426,222,129.45
571427,884,140.25
571428,103,116.94000000000001
571429,80,466.65999999999997
571430,74,77.45
571431,340,18.9
571432,288,11.74
571434,244,125.55999999999999
571435,377,291.77
571436,62,51.599999999999994
571437,7,18.57
571439,76,91.74000000000001
571443,67,167.39
571447,36,13.62
571456,322,586.5200000000002
571457,84,73.55
571461,87,589.1000000000001
571462,52,66.39
571463,377,267.59
571464,41,189.18
571465,168,444.78000000000003
571474,772,116.03999999999999
571477,365,305.69
571486,467,346.17
571496,400,203.14999999999998
571497,280,182.83999999999997
571504,202,76.23
571505,616,355.13000000000005
571506,18,114.75
571509,51,350.5799999999999
571510,70,81.05000000000001
571511,160,173.97
571544,200,668.98
571545,11,93.37
571269,45,332.46999999999997
571280,202,847.4100000000001
571274,364,742.5600000000002
571281,1624,1561.35
571286,233,1082.5100000000002
571270,316,1095.03
571272,475,540.7300000000001
571275,177,480.24999999999994
571290,311,386.11
571266,133,471.2299999999999
571273,253,337.47
571283,375,1022.7100000000003
571293,55,295.4
571297,1,23.32
571265,124,754.04
571259,360,11.12
571260,69,98.06
571261,360,11.12
571263,98,190.10999999999996
571267,69,99.03999999999999
571268,101,225.27
571271,72,374.51
571276,157,666.63
571277,35,148.73
571278,100,81.54
571279,163,451.75999999999993
571282,88,641.19
571284,146,607.1300000000003
571288,282,435.21
571289,1411,901.7900000000002
571291,108,491.34999999999997
571292,128,526.36
571294,115,485.75
571295,117,177.23999999999998
571296,101,363.75
571239,599,501.55
571255,1006,265.66999999999996
571119,584,1134.88
571257,356,2953.54
571203,650,319.39
571215,176,271.09999999999997
571230,180,217.60000000000002
571240,232,270.74000000000007
571123,485,638.7300000000001
571188,211,510.93
571197,148,397.9899999999999
571221,188,469.79
571180,326,512.8
571183,450,1055.19
571212,308,973.2300000000002
571216,114,720.03
571219,680,656.9100000000001
571226,55,62.709999999999994
571243,664,887.67
571247,444,503.96999999999997
571184,288,311.09000000000003
571118,46,40.97
571120,307,191.81
571121,97,145.21
571122,48,22.45
571125,588,133.67000000000002
571129,352,204.61999999999998
571142,240,267.28000000000003
571158,112,291.30999999999995
571169,38,92.46000000000001
571178,134,175.18000000000004
571181,10,17.51
571182,8,12.25
571185,226,425.10999999999996
571187,226,291.28
571189,882,441.7799999999999
571190,173,355.46
571192,132,244.96
571193,264,168.37
571196,258,226.64999999999998
571199,300,10.62
571200,226,144.22000000000003
571201,240,260.4700000000001
571202,72,13.27
571205,315,570.4000000000001
571213,173,189.79
571214,451,652.6200000000002
571217,333,326.30000000000007
571218,48,21.3
571222,3,30.85
571224,291,300.73
571225,98,90.52999999999999
571227,316,478.61
571228,36,39.81
571229,146,472.52
571231,690,330.81999999999994
571232,10,6.19
571234,112,21.36
571235,198,133.78
571236,12,12.86
571237,12,12.4
571238,72,174.91
571241,114,622.27
571242,1046,205.0
571244,154,380.19999999999993
571245,206,81.2
571246,326,119.87
571248,31,43.5
571250,36,12.86
571256,1,13.21
571258,31,198.92000000000002
571204,6,20.45
571034,657,1876.31
571061,391,2434.2400000000002
570984,48,148.41
570919,60,238.44
571081,62,407.3999999999999
571082,478,2566.17
571035,351,802.0
571041,37,221.40999999999997
571046,520,1413.3700000000001
571058,312,330.5
571080,77,209.78
571117,318,395.74999999999994
570884,92,251.11
570973,26,88.91
571030,1283,564.4200000000001
571031,128,381.7799999999999
571038,52,471.44
571039,444,1599.3200000000002
571040,128,530.69
571056,303,385.68999999999994
571065,878,1013.4000000000001
571098,200,675.4300000000002
571105,238,1245.63
571049,181,244.75000000000006
570877,120,49.519999999999996
570878,10,37.42
570879,122,125.60999999999999
570880,247,226.75000000000006
570881,67,168.28000000000003
570882,64,89.10999999999999
570883,347,313.71
570885,172,185.85
570886,1914,240.73
570887,424,448.21999999999997
570888,508,666.6200000000001
570896,27,70.55
570906,120,132.84
570910,178,252.97
570961,192,35.03
570964,884,731.6699999999998
570983,268,370.61999999999995
571006,230,252.76999999999998
571007,52,163.31000000000003
571008,12,13.27
571017,276,154.2
571028,93,497.09999999999997
571032,46,423.09
571033,746,450.02
571036,567,424.0
571043,4,12.86
571044,171,157.28
571047,214,254.91
571048,60,46.78
571050,24,10.92
571052,3,34.12
571053,232,410.62
571054,502,1568.24
571055,380,124.19
571057,4,17.17
571060,1,12.8
571062,171,340.28999999999996
571063,103,88.30000000000001
571064,25,285.22999999999996
571067,146,203.78
571069,97,254.55999999999997
571090,34,68.82
571099,542,42.82
571100,108,45.379999999999995
571101,361,342.64
571102,4,18.4
571103,147,265.92999999999995
571104,258,226.64999999999998
571106,68,212.46000000000004
571107,75,161.63000000000005
571108,32,73.23
571109,2,13.58
570827,418,1143.5099999999998
570806,608,514.2800000000001
570872,501,3783.6499999999996
570871,671,3915.4799999999996
570793,77,322.41999999999996
570720,410,267.09000000000003
570721,471,440.06
570836,203,335.6599999999999
570856,403,554.89
570857,38,281.40999999999997
570862,360,351.04999999999995
570700,75,172.32999999999998
570706,2,23.32
570713,129,274.15999999999997
570818,359,1571.8500000000001
570834,50,99.71000000000001
570839,406,524.19
570791,171,473.28
570724,162,147.23999999999998
570841,218,238.66
570694,46,89.48
570695,196,145.73
570696,140,122.83999999999999
570697,83,117.42
570698,150,121.69
570699,121,124.67999999999999
570701,1158,535.57
570702,48,12.15
570703,510,634.0700000000002
570707,44,40.33
570714,335,226.25999999999996
570715,990,436.3299999999999
570716,6,14.5
570717,108,122.72
570718,322,295.30999999999995
570719,189,313.7200000000001
570722,76,26.66
570723,96,11.53
570726,109,131.79
570731,12,11.53
570733,160,205.83999999999997
570754,93,179.92999999999998
570761,14,168.12
570769,72,29.0
570776,276,369.43999999999994
570784,26,63.03
570790,115,109.56
570792,328,205.32999999999998
570794,60,52.529999999999994
570795,48,53.760000000000005
570796,86,445.97999999999996
570797,764,331.4800000000001
570798,72,11.34
570799,104,140.56
570807,168,320.11999999999995
570821,108,119.97999999999999
570823,98,100.84
570824,230,146.01999999999998
570825,90,106.26999999999998
570826,189,410.04
570829,324,266.02000000000004
570830,357,452.47999999999996
570832,17,47.0
570833,116,199.88
570837,258,226.65
570838,35,54.769999999999996
570840,22,114.73
570842,248,225.64
570843,159,210.13
570844,40,12.86
570846,13,58.309999999999995
570847,57,74.24000000000001
570848,40,12.86
570849,80,25.72
570851,100,65.74
570852,160,189.06
570855,637,561.3899999999999
570858,7,61.849999999999994
570859,68,107.76
570861,372,227.61999999999998
570863,140,188.55999999999997
570864,194,101.25
570865,64,44.42
570866,67,134.64
570875,391,409.53
570876,97,271.19
570690,541,3214.54
570592,543,1113.31
570688,756,4024.41
570640,252,391.16
570672,2801,3403.8300000000004
570677,206,622.1600000000001
570597,422,594.5900000000001
570598,889,1271.3700000000003
570663,259,106.23
570674,1704,680.0899999999999
570675,67,147.32999999999998
570492,237,372.05000000000007
570499,551,727.4200000000003
570501,276,396.15000000000003
570521,582,832.6700000000001
570594,388,431.65
570651,85,62.01
570676,107,210.07
570680,486,865.3200000000002
570693,183,734.7900000000001
570555,305,407.03999999999996
570513,344,234.02
570679,132,270.67
570498,260,274.03000000000003
570638,185,302.13
570493,10,17.51
570494,172,185.52999999999997
570495,116,46.599999999999994
570496,438,140.5
570497,2,23.91
570500,170,288.51
570502,35,64.05
570503,65,150.98999999999998
570504,47,74.31
570505,263,201.67
570506,60,46.49999999999999
570507,158,197.89
570509,260,285.86000000000007
570510,4,18.71
570511,100,76.46000000000001
570512,60,105.06000000000002
570514,447,427.74000000000007
570516,234,229.61
570517,278,257.06000000000006
570522,1164,61.72999999999999
570554,1,10.64
570557,4176,102.75999999999999
570590,279,189.29
570591,115,198.95000000000002
570593,538,290.92
570600,122,164.20999999999998
570601,60,52.300000000000004
570602,57,99.39
570632,116,90.35
570634,37,181.10999999999999
570637,311,200.62
570642,127,76.06
570646,232,321.20000000000005
570648,123,91.72
570649,160,223.51
570650,210,675.0999999999999
570652,771,498.45
570653,115,371.27000000000004
570656,762,257.12
570657,416,221.80999999999997
570659,72,40.12
570660,1570,283.05000000000007
570661,120,133.69
570662,36,12.4
570664,83,305.3
570665,8,53.4
570666,135,131.72
570667,160,137.07999999999998
570668,54,236.81
570669,199,238.53
570670,138,143.95
570671,24,41.25
570673,44,65.28
570678,91,41.97
570682,153,151.39
570685,195,447.7199999999999
570465,626,3214.01
570488,778,5041.35
570258,419,2480.8599999999997
570252,238,327.17
570467,1228,1258.54
570282,68,137.74
570410,262,929.7600000000001
570416,352,547.57
570455,152,1213.37
570247,144,319.34
570254,99,142.45
570255,198,403.52
570257,129,161.82000000000002
570270,18,49.86
570332,61,126.26
570342,459,656.5800000000002
570353,33,62.71
570388,646,1087.1999999999998
570405,244,149.07999999999998
570413,129,251.87000000000003
570418,123,468.38
570427,72,200.26
570273,707,677.83
570293,295,290.33000000000004
570409,158,160.96
570421,172,156.86999999999998
570466,177,1048.45
570482,227,816.0100000000002
570422,363,212.58
570411,94,95.89
570420,243,924.6400000000001
570248,40,17.51
570249,500,669.1800000000002
570250,62,74.68
570251,96,49.400000000000006
570253,360,31.46
570256,213,217.11
570265,24,13.79
570266,60,61.69
570267,60,83.77999999999999
570268,908,262.61
570269,205,93.99
570271,233,150.53
570272,326,294.08
570275,1263,327.3500000000001
570280,192,39.81
570281,144,45.18
570284,50,284.49
570285,218,239.57
570286,2,5.77
570287,371,509.03
570288,133,382.25000000000006
