,TransactionNo,TotalQuantity,TotalMoney
4966,570270,18,49.86
4967,570332,61,126.26
4968,570342,459,656.5800000000002
4969,570353,33,62.71
4971,570405,244,149.07999999999998
4972,570413,129,251.87000000000003
4973,570418,123,468.38
4974,570427,72,200.26
4976,570293,295,290.33000000000004
4977,570409,158,160.96
4978,570421,172,156.86999999999998
4979,570466,177,1048.45
4980,570482,227,816.0100000000002
4981,570422,363,212.58
4982,570411,94,95.89
4983,570420,243,924.64
4984,570248,40,17.51
4985,570249,500,669.1800000000002
4986,570250,62,74.68
4987,570251,96,49.400000000000006
4988,570253,360,31.46
4989,570256,213,217.11
4990,570265,24,13.79
4991,570266,60,61.69
4992,570267,60,83.77999999999999
4994,570269,205,93.99
4995,570271,233,150.53
4996,570272,326,294.08
4998,570280,192,39.81
4999,570281,144,45.18
5000,570284,50,284.49
5001,570285,218,239.57
5002,570286,2,5.77
5003,570287,371,509.03
5004,570288,133,382.25000000000006
5005,570289,34,168.53
5006,570292,124,244.55
5007,570333,138,675.27
5008,570337,105,147.94000000000003
5009,570338,200,6.04
5010,570348,182,274.83000000000004
5012,570374,168,740.37
5013,570380,45,391.92
5014,570404,276,627.79
5015,570407,100,10.99
5017,570412,106,260.27000000000004
5018,570414,54,259.71
5019,570415,148,84.96000000000001
5020,570419,24,22.63
5021,570423,185,631.29
5022,570424,72,380.5700000000001
5023,570425,336,237.79
5024,570426,320,272.01
5025,570428,451,700.7299999999999
5026,570429,388,43.43
5027,570430,147,159.85
5028,570441,40,12.86
5029,570442,158,999.1
5031,570444,124,314.18
5032,570445,13,69.14
5033,570446,194,191.56
5035,570449,198,116.24
5036,570452,112,187.34
5037,570457,4,62.11
5039,570459,466,662.3800000000001
5040,570461,20,17.51
5041,570462,2,37.92
5042,570470,4,24.26
5043,570472,5,54.17
5044,570473,19,133.62
5045,570474,5,14.09
5046,570475,34,211.33
5047,570479,323,823.5900000000003
5048,570481,10,5.97
5049,570485,12,11.74
5050,570489,12,12.25
5051,570491,156,428.0
5052,570208,120,380.7600000000001
5053,570228,94,449.63
5054,570235,50,382.55
5055,570210,132,1097.52
5056,570230,109,471.00999999999993
5057,570236,22,255.9
5059,570223,286,1057.11
5060,570234,129,494.24
5061,570227,142,122.72
5062,570214,449,438.21
5063,570206,22,49.11
5064,570209,106,570.6500000000001
5065,570211,67,384.65
5066,570212,135,203.53000000000003
5067,570213,78,86.31
5068,570215,356,474.0299999999999
5069,570216,96,119.5
5070,570217,108,277.27
5071,570219,87,169.97
5072,570220,31,42.7
5073,570222,127,108.36
5074,570224,128,342.8900000000001
5075,570225,335,971.47
5076,570226,3,11.74
5077,570229,75,675.75
5078,570231,386,635.44
5079,570232,186,792.7000000000002
5080,570233,10,130.97000000000003
5081,570237,77,628.6400000000002
5082,570238,49,257.08
5083,570239,203,365.6799999999999
5084,570240,17,145.47
5085,570241,175,753.6500000000001
5087,570243,130,171.20999999999998
5088,570244,416,456.36
5089,570245,141,160.16
5090,570246,171,699.1800000000001
5091,570087,500,1221.07
5093,570114,180,130.37
5094,569998,225,312.68
5095,570000,345,437.13
5096,570016,448,753.4200000000002
5097,570129,293,411.09
5098,570190,254,300.86
5099,570197,249,1440.58
5100,570019,101,608.0200000000001
5101,570086,343,249.41000000000005
5102,570090,56,156.13
5103,570093,87,631.24
5104,570095,100,216.22
5105,570126,50,487.62
5107,570023,36,108.44
5108,570127,496,868.7900000000002
5109,569997,628,61.18000000000001
5110,569999,146,137.22000000000003
5111,570001,208,184.31
5112,570002,346,346.15
5113,570003,2,26.86
5114,570007,180,210.96
5115,570008,160,310.97
5116,570009,459,382.66
5117,570010,96,184.08
5118,570011,316,313.96000000000004
5119,570014,59,85.15
5120,570017,12,18.96
5121,570018,300,18.12
5122,570020,184,117.29
5123,570021,6,34.9
5124,570022,145,314.93999999999994
5125,570024,97,223.83
5126,570026,324,101.87
5127,570027,532,565.22
5128,570028,148,43.65
5129,570030,342,334.11
5130,570036,351,341.64000000000004
5131,570049,250,507.61000000000007
5132,570076,204,144.1
5134,570088,95,690.9000000000001
5135,570089,224,47.88
5136,570091,600,488.14
5139,570096,158,334.85
5141,570098,176,85.76
5142,570100,32,55.13
5143,570101,270,143.73999999999998
5144,570102,232,355.38
5145,570103,174,741.25
5146,570108,336,400.71
5147,570111,92,438.16
5149,570116,180,964.63
5150,570117,342,102.55
5151,570118,141,332.99999999999994
5152,570119,2,13.27
5153,570121,275,168.2
5154,570123,15,114.74
5155,570124,60,11.94
5156,570125,306,243.1
5157,570128,512,47.77
5158,570130,16,10.92
5159,570144,2,18.71
5160,570167,617,455.2000000000001
5162,570177,357,507.1
5163,570178,147,204.61000000000004
5164,570179,510,681.1200000000001
5165,570180,500,669.1800000000002
5166,570181,6,15.32
5167,570183,64,154.09
5168,570184,174,112.94
5169,570186,353,493.0100000000001
5171,570189,122,102.26
5172,570191,211,113.08
5173,570192,500,669.1800000000002
5174,570195,65,65.36
5175,570196,84,76.53
5176,570200,140,344.35
5177,570201,1,12.38
5178,569741,315,367.5799999999999
5179,569861,175,235.26
5180,569897,595,3149.7300000000005
5181,569870,78,493.11
5182,569898,558,3622.46
5183,569803,295,352.12
5184,569848,299,500.63
5185,569862,278,208.25
5187,569910,570,498.5800000000001
5189,569722,238,377.65
5190,569737,259,309.5
5191,569824,170,337.84000000000003
5192,569826,177,271.21
5193,569828,40,277.65
5194,569838,178,308.94999999999993
5195,569845,58,132.27
5196,569871,57,178.29000000000002
5197,569888,190,110.23
5198,569905,21,68.98
5199,569918,170,148.91
5200,569965,98,276.05
5201,569718,189,334.47
5202,569727,50,94.44
5203,569736,255,291.66
5204,569738,74,175.54
5205,569739,228,307.56
5206,569790,133,433.79
5207,569843,311,1188.88
5208,569919,292,357.17
5209,569921,29,139.81
5210,569983,190,745.5
5211,569724,230,53.18
5212,569840,88,86.92
5213,569896,73,313.61
5214,569842,259,244.97
5215,569716,110,184.4
5216,569717,182,110.26
5217,569719,332,75.62
5218,569720,15,177.72
5219,569721,194,201.62
5220,569723,28,67.93
5221,569725,20,17.51
5222,569726,249,288.26
5223,569728,392,512.64
5224,569729,211,290.2
5225,569730,158,37.28
5226,569731,142,126.62
5227,569732,91,235.45
5228,569734,125,216.46
5230,569742,4,18.71
5231,569766,370,221.96
5232,569767,235,296.85
5233,569768,388,200.21
5234,569769,34,40.57
5235,569780,212,93.38
5236,569781,242,21.67
5237,569789,84,326.99
5238,569799,267,265.96000000000004
5240,569818,1,19.42
5241,569822,20,29.73
5242,569823,102,849.0300000000002
5243,569825,97,239.16
5244,569827,222,212.69000000000003
5245,569832,600,231.62000000000003
5246,569833,298,368.3
5247,569834,394,344.03000000000003
5248,569835,146,309.52
5249,569836,220,118.5
5250,569837,13,58.35
5252,569841,34,89.17
5254,569847,151,255.15
5255,569849,265,283.98999999999995
5256,569850,276,107.97
5257,569852,476,401.28
5258,569853,176,226.50000000000003
5259,569856,45,52.49999999999999
5261,569858,432,62.650000000000006
5262,569859,72,129.93999999999997
5263,569860,66,92.73
5264,569864,454,81.59
5265,569865,26,95.57999999999998
5267,569867,244,140.17
5268,569868,525,362.13
5269,569869,216,69.17999999999999
5270,569872,4,18.71
5271,569873,4,18.71
5272,569887,84,176.68999999999997
5273,569889,536,49.17
5274,569890,187,138.47
5275,569892,73,88.74999999999999
5276,569894,156,533.55
5277,569899,136,190.62000000000003
5279,569901,68,372.97
5280,569903,399,239.23
5281,569904,124,281.42
5282,569906,2,11.22
5283,569907,12,30.64
5284,569912,38,76.82000000000001
5285,569914,344,72.63
5286,569915,2,13.27
5287,569917,160,113.6
5288,569920,136,175.12
5289,569923,91,106.63
5290,569932,148,133.18
5291,569936,204,112.27
5292,569943,234,892.8899999999999
5293,569948,94,100.65
5294,569962,112,160.51000000000002
5295,569968,137,514.5
5296,569977,24,126.88
5297,569863,1,20.45
5298,569700,354,3058.84
5299,569665,3,109.52
5300,569632,254,267.86999999999995
5301,569669,204,1431.6900000000005
5303,569641,119,229.12
5305,569670,217,1589.73
5306,569697,30,122.65
5307,569699,188,457.8
5308,569701,2,27.62
5309,569561,35,111.93000000000002
5311,569564,444,226.55
5312,569685,203,304.87
5313,569687,291,462.4
5315,569579,356,149.15999999999997
5316,569580,104,199.81
5317,569651,208,950.4
5318,569664,72,135.09
5319,569668,175,281.79
5320,569676,13,190.63
5321,569671,290,294.1
5322,569702,186,479.39
5323,569569,38,54.620000000000005
5328,569557,4,18.71
5329,569558,366,228.93
5330,569559,120,22.75
5331,569560,170,199.19
5332,569562,395,325.24
5333,569565,475,225.05
5334,569566,546,128.98999999999998
5335,569567,40,79.47
5339,569574,251,194.12
5340,569575,74,70.81
5341,569576,87,101.44
5342,569577,152,162.26000000000002
5343,569581,32,54.27
5344,569583,1,13.27
5345,569590,257,210.09
5346,569629,307,424.21
5347,569630,246,225.71
5348,569631,160,113.32
5349,569633,170,143.62
5350,569635,493,343.2099999999999
5351,569637,324,365.5499999999999
5352,569638,626,338.98
5353,569643,200,274.72
5354,569647,240,13.79
5355,569648,210,24.02
5356,569649,324,38.16
5357,569652,286,289.35
5358,569654,52,50.93000000000001
5359,569656,24,14.5
5360,569658,216,11.34
5361,569659,218,250.02
5362,569660,24,12.4
5363,569661,93,105.94
5364,569662,165,243.45
5365,569666,63,112.86
5366,569667,217,289.15000000000003
5367,569672,229,854.23
5368,569673,128,372.81
5369,569674,12,12.86
5370,569675,327,405.77
5371,569677,237,231.51
5372,569678,5,36.870000000000005
5373,569679,150,70.71000000000001
5374,569680,245,297.71000000000004
5375,569683,186,308.52000000000004
5376,569684,44,66.26
5377,569686,160,220.34
5378,569688,22,206.39
5379,569689,24,13.79
5380,569690,45,128.61999999999998
5381,569691,287,319.89
5382,569692,540,243.25
5383,569693,105,498.6799999999999
5384,569694,263,300.23
5386,569696,4,14.3
5387,569698,62,40.95
5388,569705,104,206.76
5389,569706,132,25.93
5390,569714,253,371.7000000000001
5391,569715,533,237.89
5392,569634,1,20.45
5393,569545,523,4150.19
5394,569415,309,1483.5100000000002
5395,569544,364,3183.63
5397,569461,548,603.4200000000001
5398,569469,559,1655.4000000000003
5399,569528,474,874.71
5400,569416,168,328.93
5401,569524,216,1861.5
5402,569462,55,184.48
5403,569481,489,614.2
5404,569496,116,219.32
5405,569520,130,230.23
5406,569521,248,1156.7500000000005
5407,569523,146,910.0
5408,569401,456,725.95
5409,569412,276,288.13
5410,569482,127,379.28
5411,569493,535,745.88
5412,569519,64,127.39
5413,569532,179,188.21
5414,569459,374,259.06
5415,569407,426,220.29
5416,569397,208,173.07999999999998
5417,569398,408,33.67
5419,569400,110,37.2
5420,569402,80,102.51
5421,569403,327,467.4100000000001
5422,569404,36,124.83
5423,569405,214,181.56000000000003
5426,569409,142,109.48
5427,569411,80,17.51
5428,569413,20,25.42
5429,569417,372,305.19
5430,569418,72,56.3
5431,569419,202,67.79
5432,569420,600,10.99
5433,569423,322,294.5
5434,569424,334,670.4500000000002
5435,569457,61,369.59
5436,569460,511,499.79
5437,569467,526,522.86
5438,569468,440,446.38000000000005
5439,569470,307,383.76
5440,569471,63,177.03
5441,569472,399,399.12
5442,569474,218,546.4199999999998
5444,569480,4,16.35
5445,569483,174,182.33
5446,569484,12,28.18
5447,569486,257,575.42
5448,569487,116,202.86
5449,569488,459,556.99
5450,569489,33,16.35
5451,569491,240,1041.17
5453,569494,472,102.69
5454,569513,242,172.79000000000002
5456,569515,292,67.15
5457,569516,1,17.37
5458,569518,55,257.75000000000006
5459,569522,72,14.09
5460,569527,95,408.43
5461,569529,4,29.93
5462,569530,275,350.26000000000005
5463,569531,34,82.13000000000001
5464,569533,187,1018.9
5465,569534,2,28.53
5466,569535,157,539.9100000000001
5467,569536,294,254.87
5468,569537,90,94.13
5469,569538,193,237.03
5470,569539,112,15.35
5471,569546,64,655.1400000000001
5472,569550,10,11.12
5473,569551,1,11.94
5474,569336,340,634.05
5475,569374,574,3389.0199999999995
5477,569372,602,3560.21
5478,569326,211,373.55000000000007
5479,569239,192,277.21
5480,569261,368,1375.23
5481,569248,354,473.74
5482,569367,378,1055.24
5483,569243,258,482.1499999999999
5484,569244,114,233.98
5485,569252,58,277.71000000000004
5486,569396,63,161.1
5489,569240,104,76.02
5490,569242,195,247.57
5491,569247,552,238.34
5492,569249,153,207.61
5493,569250,281,344.83000000000004
5494,569254,170,452.1499999999999
5497,569258,100,73.78
5498,569262,460,471.4099999999999
5500,569302,255,558.98
5501,569319,448,403.56
5502,569321,211,139.62
5503,569322,212,170.12000000000003
5504,569323,5,34.290000000000006
5505,569324,192,179.53
5506,569325,96,187.53
5507,569327,346,361.36
5508,569328,56,94.68
5509,569329,194,349.83000000000004
5510,569330,279,271.29999999999995
5511,569331,581,637.6600000000002
5512,569332,156,817.7499999999999
5513,569333,116,155.53
5515,569337,600,82.32000000000001
5516,569338,286,126.64
5517,569339,250,13.65
5518,569340,120,15.73
5521,569357,139,259.36
5522,569358,189,338.25000000000006
5523,569359,3,15.32
5524,569360,138,768.5699999999999
5525,569361,113,195.39
5526,569362,314,179.62999999999997
5527,569363,618,491.6200000000001
5528,569364,234,224.09
5529,569365,300,177.28999999999996
5530,569366,114,16.07
5531,569368,125,37.16
5532,569369,329,373.44
5533,569371,158,517.29
5534,569373,200,63.43
5536,569384,318,181.98
5537,569385,200,17.51
5538,569386,38,153.02
5539,569388,200,17.51
5540,569234,207,1203.06
5541,569208,153,566.3299999999999
5543,569232,159,442.25
5544,569213,31,263.46000000000004
5545,569205,401,541.48
5546,569206,77,260.7
5547,569211,87,379.27
5548,569218,112,429.79
5549,569219,126,719.1300000000001
5550,569228,292,877.9000000000001
5551,569229,307,1681.5
5552,569230,162,886.42
5553,569203,68,26.85
5554,569204,41,148.02
5555,569207,92,231.41000000000005
5556,569209,302,41.05
5557,569210,152,262.87
5558,569212,217,611.04
5560,569215,200,363.36
5561,569216,287,738.24
5562,569217,64,348.67
5563,569220,598,1863.1
5564,569221,83,254.23
5565,569222,217,715.1100000000001
5566,569224,151,921.95
5567,569225,185,338.24000000000007
5568,569226,4,26.54
5569,569227,145,204.64
5570,569231,309,540.7900000000001
5571,569235,48,10.37
5572,569236,319,757.11
5573,569237,10,95.56
5574,569238,119,325.0700000000001
5575,569202,522,3536.08
5577,569137,360,1970.98
5578,569060,49,219.33000000000004
5579,569129,338,1303.8200000000004
5580,569021,82,131.97
5581,569082,130,134.15
5583,569140,560,576.22
5584,569020,554,661.51
5585,569025,108,302.04
5586,569122,183,230.1
5587,569139,157,357.49999999999994
5588,569143,118,398.35
5590,569103,165,180.1
5592,569011,239,167.74999999999997
5593,569012,162,145.95
5594,569013,84,43.81999999999999
5595,569014,302,237.49000000000004
5596,569015,154,192.93
5597,569016,306,209.69000000000003
5598,569017,172,187.32000000000005
5599,569018,108,68.82
5600,569019,428,184.53
5601,569022,172,202.2
5602,569024,126,115.34
5603,569027,370,475.62
5604,569028,385,198.71
5605,569029,40,36.9
5606,569030,350,166.04999999999998
5607,569031,20,49.52
5608,569035,28,62.68
5609,569036,268,232.67
5610,569037,565,802.5300000000001
5612,569077,184,42.42999999999999
5613,569078,137,100.93
5614,569079,87,155.73000000000002
5615,569080,60,68.31
5616,569081,145,63.39
5617,569084,384,16.91
5620,569087,144,65.77
5621,569089,339,845.2800000000003
5622,569099,1,13.58
5623,569100,192,289.18
5624,569101,200,6.04
5625,569104,176,186.8
5626,569105,364,532.34
5627,569106,51,145.19
5628,569108,288,27.06
5629,569110,396,563.3900000000001
5630,569111,12,12.4
5631,569120,173,163.95
5632,569123,327,446.5
5633,569124,387,261.21
5634,569125,26,81.42
5635,569126,204,82.16
5636,569127,600,163.4
5637,569130,18,42.08
5638,569132,181,630.1299999999999
5639,569134,251,455.63
5640,569136,284,992.1900000000002
5641,569141,157,222.21
5642,569142,12,12.4
5643,569144,111,114.51
5644,569145,14,21.57
5645,569147,390,248.47000000000003
5646,569148,293,396.56
5647,569149,2,29.0
5648,568874,28,257.12
5649,569006,67,151.07
5650,568984,67,879.1899999999999
5651,568949,497,2948.08
5652,568894,494,1072.2600000000004
5653,568912,274,486.12
5655,568875,35,281.5
5656,568878,120,410.32
5658,568907,187,326.05999999999995
5659,568792,339,560.9300000000002
5660,568802,196,262.68
5661,568868,441,634.3
5662,568909,524,482.71
5663,568951,110,289.06999999999994
5664,568955,267,327.07
5665,568787,75,242.65
5666,568880,79,251.26
5667,568897,126,226.38
5668,568902,248,195.4
5670,568804,40,34.33
5671,568995,411,252.06
5672,568782,494,525.1700000000001
5673,568783,120,126.15
5674,568784,20,35.02
5675,568785,80,61.88
5676,568786,128,105.61
5677,568788,50,426.52
5678,568789,10,17.51
5679,568790,60,17.51
5680,568791,372,301.42
5681,568793,166,206.71
5682,568794,350,325.65000000000003
5683,568795,77,259.75
5685,568798,335,340.2200000000001
5686,568800,182,184.33000000000004
5687,568801,204,158.17999999999998
5688,568803,216,59.51
5689,568805,132,90.04999999999998
5690,568819,34,29.04
5691,568828,454,253.20000000000005
5692,568829,223,229.32
5693,568831,211,539.1600000000001
5695,568869,24,52.88
5696,568870,285,59.78
5697,568872,200,150.14
5698,568873,201,96.72
5699,568876,112,131.35000000000002
5701,568881,40,54.66
5702,568882,205,208.99
5703,568883,176,247.43
5704,568893,24,14.5
5705,568895,194,566.9600000000003
5706,568896,206,551.56
5707,568898,604,619.33
5708,568900,218,356.67
5710,568904,133,209.92
5711,568905,10,17.51
5712,568906,16,14.09
5713,568910,416,327.88
5714,568913,24,11.53
5715,568915,116,124.68
5716,568916,86,105.87
5717,568917,380,343.28
5718,568918,12,12.4
5719,568919,253,362.46
5720,568921,90,133.69
5721,568938,253,801.2600000000002
5723,568944,212,208.07
5724,568945,100,173.21
5725,568947,353,243.4
5726,568950,234,224.34
5727,568952,507,512.3
5728,568953,162,145.82000000000002
5729,568954,176,109.23
5730,568966,12,14.09
5731,568987,321,305.03
5732,568988,201,219.06
5733,568989,160,91.75
5734,568990,271,269.36000000000007
5735,568991,288,798.2800000000003
5736,568992,195,200.39
5737,568993,222,114.86
5738,568994,286,203.47
5739,568996,153,206.21
5740,568997,84,172.36
5741,568998,125,11.74
5742,568999,168,144.93
5744,569001,163,243.3
5745,569002,15,25.01
5746,569003,70,111.19
5747,569004,70,76.22
5748,569005,465,445.12
5749,569007,565,409.0100000000001
5750,569008,466,315.54
5751,569009,146,29.66
5752,568716,300,2524.41
5754,568721,485,3330.33
5755,568651,260,541.77
5756,568700,92,101.66
5757,568701,437,527.52
5758,568676,493,595.0000000000001
5760,568710,315,747.4700000000003
5762,568654,549,941.8000000000002
